sigma,bin_center,count
1,0.12474014275863593576227372276785899542168169548427,0
1,0.12618752765891244641713728245275724289210785095148,1
3.5,0.041012450650381627129205108462353509777360270667114,1
3.5,0.046181520969046194522760385360119102469892986371891,4
3.5,0.051350591287710761916315662257884695162425702076668,9
3.5,0.056519661606375329309870939155650287854958417781444,12
3.5,0.061688731925039896703426216053415880547491133486221,8
3.5,0.066857802243704464096981492951181473240023849190998,22
3.5,0.072026872562369031490536769848947065932556564895775,28
3.5,0.077195942881033598884092046746712658625089280600552,34
3.5,0.082365013199698166277647323644478251317621996305329,35
3.5,0.087534083518362733671202600542243844010154712010106,39
3.5,0.092703153837027301064757877440009436702687427714882,64
3.5,0.097872224155691868458313154337775029395220143419659,70
3.5,0.10304129447435643585186843123554062208775285912444,56
3.5,0.10821036479302100324542370813330621478028557482921,68
3.5,0.11337943511168557063897898503107180747281829053399,70
3.5,0.11854850543035013803253426192883740016535100623877,48
3.5,0.12371757574901470542608953882660299285788372194354,69
3.5,0.12888664606767927281964481572436858555041643764832,53
3.5,0.1340557163863438402132000926221341782429491533531,53
3.5,0.13922478670500840760675536951989977093548186905787,43
3.5,0.14439385702367297500031064641766536362801458476265,50
3.5,0.14956292734233754239386592331543095632054730046743,30
3.5,0.1547319976610021097874212002131965490130800161722,31
3.5,0.15990106797966667718097647711096214170561273187698,26
3.5,0.16507013829833124457453175400872773439814544758176,12
3.5,0.17023920861699581196808703090649332709067816328654,14
3.5,0.17540827893566037936164230780425891978321087899131,14
3.5,0.18057734925432494675519758470202451247574359469609,11
3.5,0.18574641957298951414875286159979010516827631040087,6
3.5,0.19091548989165408154230813849755569786080902610564,4
3.5,0.19608456021031864893586341539532129055334174181042,6
3.5,0.2012536305289832163294186922930868832458744575152,3
3.5,0.20642270084764778372297396919085247593840717321997,2
3.5,0.21159177116631235111652924608861806863093988892475,1
3.5,0.21676084148497691851008452298638366132347260462953,3
3.5,0.2219299118036414859036397998841492540160053203343,0
3.5,0.22709898212230605329719507678191484670853803603908,0
3.5,0.23226805244097062069075035367968043940107075174386,0
3.5,0.23743712275963518808430563057744603209360346744863,0
3.5,0.24260619307829975547786090747521162478613618315341,1
10,0.056506950686417243250009756769392596768366501766916,4
10,0.076996250895434941489225311956933093300192683985178,5
10,0.09748555110445263972844086714447358983201886620344,10
10,0.1179748513134703379676564223320140863638450484217,20
10,0.13846415152248803620687197751955458289567123063996,35
10,0.15895345173150573444608753270709507942749741285823,53
10,0.17944275194052343268530308789463557595932359507649,62
10,0.19993205214954113092451864308217607249114977729475,70
10,0.22042135235855882916373419826971656902297595951301,60
10,0.24091065256757652740294975345725706555480214173127,72
10,0.26139995277659422564216530864479756208662832394954,69
10,0.2818892529856119238813808638323380586184545061678,65
10,0.30237855319462962212059641901987855515028068838606,59
10,0.32286785340364732035981197420741905168210687060432,67
10,0.34335715361266501859902752939495954821393305282259,60
10,0.36384645382168271683824308458250004474575923504085,63
10,0.38433575403070041507745863977004054127758541725911,41
10,0.40482505423971811331667419495758103780941159947737,28
10,0.42531435444873581155588975014512153434123778169563,37
10,0.4458036546577535097951053053326620308730639639139,18
10,0.46629295486677120803432086052020252740489014613216,25
10,0.48678225507578890627353641570774302393671632835042,11
10,0.50727155528480660451275197089528352046854251056868,16
10,0.52776085549382430275196752608282401700036869278694,7
10,0.54825015570284200099118308127036451353219487500521,5
10,0.56873945591185969923039863645790501006402105722347,7
10,0.58922875612087739746961419164544550659584723944173,7
10,0.60971805632989509570882974683298600312767342165999,7
10,0.63020735653891279394804530202052649965949960387825,1
10,0.65069665674793049218726085720806699619132578609652,4
10,0.67118595695694819042647641239560749272315196831478,5
10,0.69167525716596588866569196758314798925497815053304,2
10,0.7121645573749835869049075227706884857868043327513,3
10,0.73265385758400128514412307795822898231863051496956,0
10,0.75314315779301898338333863314576947885045669718783,0
10,0.77363245800203668162255418833330997538228287940609,0
10,0.79412175821105437986176974352085047191410906162435,1
10,0.81461105842007207810098529870839096844593524384261,0
10,0.83510035862908977634020085389593146497776142606088,0
10,0.85558965883810747457941640908347196150958760827914,1
25,0.28401736625985814439091684345292017567240365858319,5
25,0.3607383575384844412573952833577197741725673778976,5
25,0.43745934881711073812387372326251937267273109721201,9
25,0.51418034009573703499035216316731897117289481652643,21
25,0.59090133137436333185683060307211856967305853584084,27
25,0.66762232265298962872330904297691816817322225515525,33
25,0.74434331393161592558978748288171776667338597446966,33
25,0.82106430521024222245626592278651736517354969378407,37
25,0.89778529648886851932274436269131696367371341309848,48
25,0.97450628776749481618922280259611656217387713241289,73
25,1.0512272790461211130557012425009161606740408517273,63
25,1.1279482703247474099221796824057157591742045710417,55
25,1.2046692616033737067886581223105153576743682903561,62
25,1.2813902528820000036551365622153149561745320096705,55
25,1.358111244160626300521615002120114554674695728985,57
25,1.4348322354392525973880934420249141531748594482994,45
25,1.5115532267178788942545718819297137516750231676138,56
25,1.5882742179965051911210503218345133501751868869282,40
25,1.6649952092751314879875287617393129486753506062426,36
25,1.741716200553757784854007201644112547175514325557,38
25,1.8184371918323840817204856415489121456756780448714,26
25,1.8951581831110103785869640814537117441758417641858,34
25,1.9718791743896366754534425213585113426760054835002,29
25,2.0486001656682629723199209612633109411761692028147,11
25,2.1253211569468892691863994011681105396763329221291,16
25,2.2020421482255155660528778410729101381764966414435,16
25,2.2787631395041418629193562809777097366766603607579,8
25,2.3554841307827681597858347208825093351768240800723,18
25,2.4322051220613944566523131607873089336769877993867,6
25,2.5089261133400207535187916006921085321771515187011,7
25,2.5856471046186470503852700405969081306773152380155,6
25,2.6623680958972733472517484805017077291774789573299,4
25,2.7390890871758996441182269204065073276776426766444,6
25,2.8158100784545259409847053603113069261778063959588,0
25,2.8925310697331522378511838002161065246779701152732,3
25,2.9692520610117785347176622401209061231781338345876,1
25,3.045973052290404831584140680025705721678297553902,4
25,3.1226940435690311284506191199305053201784612732164,3
25,3.1994150348476574253170975598353049186786249925308,1
25,3.2761360261262837221835759997401045171787887118452,3
50,1.0759492710221951965915537840087504297916644855439,1
50,1.3803175670420479514773409996012868848378201588392,8
50,1.6846858630619007063631282151938233398839758321346,8
50,1.9890541590817534612489154307863597949301315054299,19
50,2.2934224551016062161347026463788962499762871787253,26
50,2.5977907511214589710204898619714327050224428520206,46
50,2.902159047141311725906277077563969160068598525316,40
50,3.2065273431611644807920642931565056151147541986113,45
50,3.5108956391810172356778515087490420701609098719067,57
50,3.815263935200869990563638724341578525207065545202,64
50,4.1196322312207227454494259399341149802532212184974,63
50,4.4240005272405755003352131555266514352993768917927,74
50,4.7283688232604282552210003711191878903455325650881,65
50,5.0327371192802810101067875867117243453916882383834,46
50,5.3371054153001337649925748023042608004378439116788,54
50,5.6414737113199865198783620178967972554839995849741,48
50,5.9458420073398392747641492334893337105301552582695,54
50,6.2502103033596920296499364490818701655763109315648,38
50,6.5545785993795447845357236646744066206224666048602,33
50,6.8589468953993975394215108802669430756686222781555,40
50,7.1633151914192502943072980958594795307147779514508,27
50,7.4676834874391030491930853114520159857609336247462,26
50,7.7720517834589558040788725270445524408070892980415,29
50,8.0764200794788085589646597426370888958532449713369,21
50,8.3807883754986613138504469582296253508994006446322,14
50,8.6851566715185140687362341738221618059455563179276,10
50,8.9895249675383668236220213894146982609917119912229,8
50,9.2938932635582195785078086050072347160378676645183,10
50,9.5982615595780723333935958205997711710840233378136,4
50,9.902629855597925088279383036192307626130179011109,6
50,10.206998151617777843165170251784844081176334684404,3
50,10.5113664476376305980509574673773805362224903577,4
50,10.815734743657483352936744682969916991268646030995,0
50,11.12010303967733610782253189856245344631480170429,0
50,11.424471335697188862708319114154989901360957377586,4
50,11.728839631717041617594106329747526356407113050881,0
50,12.033207927736894372479893545340062811453268724176,1
50,12.337576223756747127365680760932599266499424397472,0
50,12.641944519776599882251467976525135721545580070767,1
50,12.946312815796452637137255192117672176591735744062,3
